label,filename,partition,sk_L,sk_a,sk_b,hr_L,hr_a,hr_b,lp_L,lp_a,lp_b,ey_L,ey_a,ey_b
DARK AUTUMN,Cecilia Rodriguez.png,train,175.0,1.0,2.0,57.0,0.0,-2.0,119.0,21.0,6.0,54.0,4.0,2.0
DARK AUTUMN,Cecilia Rodriguez1.png,train,165.0,-1.0,3.0,46.0,3.0,-1.0,126.0,18.0,-1.0,66.0,2.0,4.0
DARK AUTUMN,cindy crawford 3.png,train,179.0,-1.0,1.0,56.0,2.0,4.0,142.0,12.0,1.0,96.0,1.0,-6.0
DARK AUTUMN,cindy crawford 8.png,train,166.0,1.0,-5.0,47.0,0.0,5.0,134.0,9.0,-2.0,40.0,0.0,1.0
DARK AUTUMN,cindy crawford 9.png,train,158.0,3.0,-11.0,68.0,-2.0,6.0,128.0,17.0,-10.0,65.0,4.0,-10.0
DARK AUTUMN,Cindy Crawford1.png,train,139.0,4.0,9.0,40.0,2.0,7.0,102.0,23.0,2.0,18.0,0.5,0.0
DARK AUTUMN,CindyCrawford10.png,train,156.0,3.0,4.0,58.0,1.0,8.0,129.0,20.0,-2.0,42.0,2.0,1.0
DARK AUTUMN,elisabetta canalis 6.png,train,157.0,3.0,-3.0,11.0,0.0,2.0,141.0,13.0,-8.0,68.0,1.0,-2.0
DARK AUTUMN,elisabetta canalis 7.png,train,163.0,3.0,4.0,34.0,0.0,1.0,121.0,22.0,1.0,52.0,0.0,0.0
DARK AUTUMN,Elisabetta Canalis.png,train,143.0,1.0,3.0,46.0,0.0,2.0,113.0,14.0,1.0,45.0,0.0,0.0
DARK AUTUMN,elisabetta-canalis 10.png,train,167.0,3.0,8.0,29.0,2.0,2.0,109.0,26.0,4.0,50.0,3.0,2.0
DARK AUTUMN,Elisabetta-Canalis 9.png,train,157.0,0.0,4.0,25.0,2.0,2.0,124.0,14.0,2.0,63.0,1.0,2.0
DARK AUTUMN,elodie 5.png,train,175.0,1.0,3.0,43.0,2.0,-1.0,144.0,15.0,-5.0,93.0,-1.0,-7.0
DARK AUTUMN,elodie 7.png,train,149.0,5.0,8.0,74.0,-1.0,-9.0,50.0,23.0,9.0,59.0,-1.0,0.0
DARK AUTUMN,elodie 9.png,train,159.0,4.0,9.0,42.0,0.0,-1.0,133.0,13.0,9.0,81.0,-2.0,0.0
DARK AUTUMN,Elodie1.png,train,140.0,2.0,7.0,29.0,0.0,0.0,91.0,13.0,3.0,65.0,0.0,-2.0
DARK AUTUMN,emily ratajkowski  7.png,train,182.0,0.0,1.0,16.0,0.0,2.0,163.0,11.0,-2.0,73.0,2.0,0.0
DARK AUTUMN,emily ratajkowski  9.png,train,102.0,3.0,8.0,57.0,2.0,4.0,100.0,10.0,1.0,43.0,0.0,0.0
DARK AUTUMN,emily ratajkowski 10.png,train,177.0,4.0,4.0,27.0,0.0,2.0,134.0,19.0,2.0,49.0,0.0,-1.0
DARK AUTUMN,Emily Ratajkowski.png,train,173.0,6.0,9.0,48.0,2.0,6.0,128.0,14.0,10.0,61.0,4.0,3.0
DARK AUTUMN,Emily Ratajkowski1.png,train,170.0,1.0,0.0,43.0,0.0,4.0,146.0,10.0,3.0,51.0,0.0,2.0
DARK AUTUMN,Eva Mendes.png,train,170.0,0.0,-6.0,41.0,1.0,3.0,141.0,13.0,-10.0,59.0,2.0,-5.0
DARK AUTUMN,eva mendes3.png,train,124.0,-2.0,0.0,60.0,-1.0,2.0,109.0,11.0,-9.0,21.0,-2.0,-4.0
DARK AUTUMN,EvaMendes 4.png,train,155.0,1.0,1.0,48.0,0.0,7.0,112.0,34.0,1.0,46.0,1.0,-4.0
DARK AUTUMN,EvaMendes-8.png,train,168.0,-1.0,-7.0,43.0,2.0,6.0,146.0,12.0,-17.0,40.0,1.0,-7.0
DARK AUTUMN,Eva_Mendes 6.png,train,153.0,2.0,9.0,41.0,0.0,-1.0,121.0,23.0,-7.0,51.0,2.0,-15.0
DARK AUTUMN,gabrielle caunesil 6.png,train,181.0,0.0,0.0,92.0,-2.0,-2.0,148.0,16.0,-3.0,81.0,3.0,-5.0
DARK AUTUMN,Gabrielle Caunesil1.png,train,178.0,0.0,6.0,62.0,2.0,-2.0,95.0,48.0,19.0,69.0,2.0,-5.0
DARK AUTUMN,Gal Gadot 2.png,train,162.0,0.0,2.0,45.0,0.0,4.0,102.0,43.0,15.0,28.0,2.0,-3.0
DARK AUTUMN,Gal Gadot 3.png,train,185.0,0.0,1.0,64.0,0.0,1.0,103.0,43.0,11.0,38.0,1.0,-4.0
DARK AUTUMN,Halle berry 4.png,train,179.0,-2.0,3.0,67.0,3.0,10.0,162.0,10.0,-10.0,75.0,3.0,-5.0
DARK AUTUMN,Halle berry 5.png,train,172.0,-4.0,5.0,46.0,0.0,-1.0,141.0,12.0,-1.0,72.5,0.0,-10.0
DARK AUTUMN,Halle berry2.png,train,141.0,5.0,13.0,8.0,0.0,0.0,116.0,19.0,6.0,33.0,0.0,-1.0
DARK AUTUMN,Jennifer garner 3.png,train,179.0,9.0,7.0,56.0,3.0,6.0,155.0,24.0,1.0,96.0,3.0,1.0
DARK AUTUMN,Jennifer garner 4.png,train,186.0,1.0,9.0,66.0,2.0,9.0,147.0,23.0,4.0,90.0,-2.0,1.0
DARK AUTUMN,Jennifer garner 6.png,train,179.0,3.0,11.0,32.0,0.0,4.0,144.0,24.0,9.0,75.0,-2.0,1.0
DARK AUTUMN,Jennifer garner 7.png,train,188.0,-1.0,-1.0,8.0,0.0,2.0,100.0,34.0,11.0,56.0,-2.0,-2.0
DARK AUTUMN,jennifer lopez 3.png,train,191.0,2.0,-3.0,106.0,-1.0,9.0,160.0,15.0,-5.0,65.0,2.0,-4.0
DARK AUTUMN,jennifer lopez 4.png,train,163.0,4.0,2.0,69.0,-1.0,7.0,136.0,15.0,0.0,46.0,0.0,-2.0
DARK AUTUMN,Jennifer Lopez.png,train,135.0,3.0,5.0,36.0,1.0,6.0,141.0,10.0,0.0,40.0,0.0,0.0
DARK AUTUMN,Jennifer_Lopez 9.png,train,157.0,0.0,1.0,71.0,2.0,6.0,139.0,9.0,-7.0,74.0,3.0,-3.0
DARK AUTUMN,jessica alba 10.png,train,125.0,3.0,14.0,16.0,0.0,2.0,89.0,17.0,14.0,27.0,1.0,2.0
DARK AUTUMN,jessica alba 3.png,train,167.0,4.0,6.0,71.0,2.0,6.0,139.0,16.0,3.0,54.0,2.0,0.0
DARK AUTUMN,jessica alba 7.png,train,163.0,2.0,5.0,41.0,1.0,2.0,85.0,34.0,-1.0,31.0,3.0,-1.0
DARK AUTUMN,jessica alba 8.png,train,168.0,3.0,6.0,78.0,2.0,7.0,147.0,15.0,0.0,60.0,1.0,0.0
DARK AUTUMN,jessica alba 9.png,train,186.0,-2.0,-10.0,72.0,1.0,5.0,153.0,11.0,-12.0,43.0,2.0,-3.0
DARK AUTUMN,Jessica Alba.png,train,157.0,1.0,4.0,37.0,0.0,2.0,124.0,13.0,3.0,26.0,0.0,2.0
DARK AUTUMN,kaia gerber 7.png,train,159.0,3.0,0.0,61.0,1.0,8.0,130.0,15.0,-2.0,67.0,1.0,-5.0
DARK AUTUMN,kaia gerber 9.png,train,205.0,1.0,-9.0,109.0,0.0,6.0,166.0,18.0,-8.0,82.0,4.0,-2.0
DARK AUTUMN,kaia-gerber 5.png,train,167.0,3.0,7.0,42.0,1.0,3.0,129.0,18.0,3.0,38.0,0.5,0.0
DARK AUTUMN,Kaya Gerber.png,train,178.0,2.0,8.0,73.0,1.0,3.0,153.0,16.0,9.0,81.0,3.0,-1.0
DARK AUTUMN,Kaya Gerber1.png,train,136.0,3.0,6.0,54.0,1.0,3.0,132.0,11.0,1.0,43.0,1.0,-4.0
DARK AUTUMN,Kerry washington 2.png,train,155.0,2.0,14.0,7.0,0.0,0.0,112.0,41.0,-16.0,107.0,0.0,-7.0
DARK AUTUMN,lorena cesarini 12.png,train,109.0,3.0,16.0,1.0,0.0,0.0,60.0,22.0,9.0,16.0,1.5,1.0
DARK AUTUMN,lorena cesarini 3.png,train,139.0,0.0,10.0,16.0,2.0,1.0,123.0,20.0,8.0,99.0,3.0,-15.0
DARK AUTUMN,lorena cesarini 5.png,train,148.0,2.0,1.0,15.0,-2.0,1.0,134.0,10.0,-5.0,70.0,1.0,-4.0
DARK AUTUMN,lorena cesarini 7.png,train,136.0,-3.0,2.0,6.0,2.0,1.0,93.0,8.0,-2.0,66.0,0.0,-4.0
DARK AUTUMN,Lorena Cesarini.png,train,133.0,2.0,15.0,12.0,0.0,-2.0,78.0,37.0,-3.0,42.0,2.0,-2.0
DARK AUTUMN,Lorena Cesarini1.png,train,152.0,-1.0,4.0,5.0,0.0,-1.0,127.0,9.0,-1.0,101.0,-2.0,-6.0
DARK AUTUMN,meghan markle 3.png,train,154.0,3.0,8.0,27.0,-2.0,1.0,133.0,18.0,2.0,71.0,-1.0,-1.0
DARK AUTUMN,meghan markle 4.png,train,164.0,2.0,8.0,25.0,5.0,0.0,129.0,20.0,-1.0,49.0,4.0,-3.0
DARK AUTUMN,meghan markle 8.png,train,155.0,2.0,2.0,80.0,-2.0,-11.0,125.0,16.0,-2.0,35.0,2.0,-2.0
DARK AUTUMN,meghan markle 9.png,train,172.0,5.0,2.0,73.0,-1.0,-1.0,142.0,19.0,1.0,51.0,0.0,3.0
DARK AUTUMN,melissa satta 3.png,train,157.0,6.0,28.0,25.0,0.0,2.0,122.0,20.0,23.0,62.0,-2.0,9.0
DARK AUTUMN,melissa satta 4.png,train,158.0,2.0,5.0,67.0,-2.0,-3.0,107.0,16.0,7.0,56.0,3.0,2.0
DARK AUTUMN,melissa satta 6.png,train,129.0,8.0,9.0,77.0,2.0,6.0,116.0,15.0,4.0,62.0,1.0,-1.0
DARK AUTUMN,melissa satta 7.png,train,149.0,1.0,1.0,60.0,0.0,0.0,110.0,13.0,0.0,82.0,-2.0,-1.5
DARK AUTUMN,melissa satta 8.png,train,159.0,3.0,4.0,66.0,0.0,-6.0,113.0,21.0,2.0,69.0,0.0,-3.0
DARK AUTUMN,melissa satta 9.png,train,160.0,3.0,9.0,50.0,1.0,1.0,78.0,44.0,22.0,69.0,0.0,0.0
DARK AUTUMN,mila kunis 6.png,train,181.0,0.0,4.0,58.0,0.0,0.0,156.0,11.0,4.0,89.0,-1.0,-1.0
DARK AUTUMN,mila kunis 7.png,train,194.0,1.0,7.0,33.0,2.0,2.0,159.0,19.0,3.0,116.0,-2.0,-3.0
DARK AUTUMN,Rossella Migliaccio.png,train,183.0,1.0,1.0,59.0,0.0,2.0,137.0,17.0,5.0,108.5,2.0,-1.0
DARK AUTUMN,serena rossi  3.png,train,162.0,9.0,-7.0,41.0,2.0,0.0,136.0,24.0,-16.0,61.0,5.0,-7.0
DARK AUTUMN,serena rossi  4.png,train,159.0,4.0,2.0,66.0,4.0,2.0,153.0,19.0,-1.0,46.0,10.0,1.0
DARK AUTUMN,serena rossi  5.png,train,187.0,-2.0,1.0,15.0,2.0,-2.0,129.0,18.0,1.0,66.0,2.0,-3.0
DARK AUTUMN,serena rossi 6.png,train,179.0,2.0,23.0,45.0,0.0,1.0,118.0,14.0,14.0,41.5,-2.0,1.0
DARK AUTUMN,serena rossi 7.png,train,135.0,2.0,0.0,24.0,0.0,-1.0,98.0,18.0,-3.0,33.0,1.0,-2.0
DARK AUTUMN,serena rossi 8.png,train,166.0,-3.0,-1.0,16.0,0.0,-1.0,122.0,15.0,-2.0,32.0,2.0,-2.0
DARK AUTUMN,serena rossi 9.png,train,185.0,1.0,0.0,68.0,2.0,2.0,121.0,47.0,1.0,69.5,6.0,-3.0
DARK AUTUMN,shay mitchell  4.png,train,169.0,5.0,13.0,18.0,0.0,-1.0,136.0,20.0,11.0,106.0,1.0,-6.0
DARK AUTUMN,shay mitchell 3.png,train,155.0,3.0,12.0,16.0,0.0,1.0,57.0,28.0,10.0,60.0,0.0,-3.0
DARK AUTUMN,shay mitchell 5.png,train,138.0,-1.0,8.0,15.0,0.0,1.0,113.0,17.0,2.0,102.0,1.0,-15.0
DARK AUTUMN,shay mitchell 6.png,train,151.0,2.0,8.0,8.0,0.0,-2.0,112.0,10.0,9.0,45.0,0.0,-2.0
DARK AUTUMN,shay mitchell 7.png,train,176.0,0.0,7.0,58.0,0.0,-5.0,165.0,12.0,-7.0,93.0,-1.0,-10.0
DARK AUTUMN,shay mitchell 8.png,train,148.0,5.0,13.0,11.0,0.0,0.0,112.0,17.0,8.0,50.0,2.0,-6.0
DARK AUTUMN,shay mitchell 9.png,train,161.0,6.0,12.0,32.0,0.0,-2.0,102.0,42.0,24.0,57.0,0.0,-2.0
DARK AUTUMN,theo james 3.png,train,112.0,-2.0,7.0,27.0,4.0,-4.0,96.0,5.0,4.0,57.0,1.0,-4.0
DARK AUTUMN,Theo James.png,train,148.0,1.0,6.0,31.0,0.0,2.0,127.0,16.0,4.0,64.0,1.0,-3.0
DARK AUTUMN,zendaya 10.png,train,164.0,-4.0,4.0,29.0,0.0,2.0,127.0,6.0,8.0,49.0,0.0,1.0
DARK AUTUMN,zendaya 9.png,train,155.0,2.0,8.0,45.0,0.0,1.0,127.0,14.0,7.0,38.0,2.0,-2.0
DARK AUTUMN,emily ratajkowski  8.png,train,161.0,5.0,7.0,32.0,0.0,1.0,135.0,14.0,10.0,60.0,2.0,1.0
DARK AUTUMN,zendaya 5.png,train,173.0,3.0,-5.0,46.0,3.0,1.0,141.0,21.0,-6.0,73.0,4.0,-4.0
DARK AUTUMN,zendaya 7.png,train,164.0,1.0,2.0,41.0,0.0,0.0,80.0,47.0,21.0,51.0,0.0,0.0
DARK AUTUMN,Belen-Rodriguez 10.png,train,157.0,4.0,7.0,32.0,1.0,5.0,110.0,23.0,8.0,40.0,0.0,2.0
DARK AUTUMN,ElisabettaCanalis1.png,train,123.0,5.0,5.0,61.0,2.0,2.0,91.0,16.0,-4.0,66.0,4.0,5.0
DARK AUTUMN,Kerry washington 1.png,train,153.0,1.0,10.0,32.0,1.0,-3.0,69.0,27.0,6.0,60.0,1.0,-4.0
DARK AUTUMN,mila kunis 5.png,train,172.0,0.0,13.0,15.0,1.0,3.0,130.0,16.0,6.0,79.0,-3.0,3.0
DARK AUTUMN,Alessandra Ambrosio1.png,train,169.0,1.0,1.0,43.0,1.0,8.0,129.0,16.0,-3.0,68.0,1.0,1.0
DARK AUTUMN,belen rodriguez  3.png,train,160.0,3.0,6.0,12.0,2.0,2.0,106.0,32.0,5.0,45.0,2.0,1.0
DARK AUTUMN,Belen Rodriguez1.png,train,175.0,2.0,6.0,55.0,1.0,0.0,127.0,23.0,5.0,72.0,1.0,-3.0
DARK AUTUMN,cecilia rodriguez 6.png,train,167.0,4.0,9.0,19.0,-2.0,0.0,103.0,27.0,13.0,40.0,2.0,2.0
DARK AUTUMN,cindy crawford 7.png,train,177.0,1.0,5.0,44.0,4.0,8.0,141.0,18.0,3.0,52.0,4.0,4.0
DARK AUTUMN,Cindy Crawford.png,train,152.0,1.0,6.0,36.0,0.0,2.0,108.0,19.0,8.0,57.0,2.0,0.0
DARK AUTUMN,cindy-crawford 11.png,train,186.0,1.0,-7.0,46.0,2.0,6.0,133.0,21.0,-4.0,43.0,4.0,-4.0
DARK AUTUMN,elisabetta canalis 3.png,train,179.0,-1.0,-6.0,60.0,1.0,5.0,143.0,16.0,-6.0,65.0,2.0,4.0
DARK AUTUMN,elisabetta canalis 8.png,train,155.0,3.0,5.0,40.0,0.0,1.0,134.0,14.0,3.0,46.0,3.0,4.0
DARK AUTUMN,elodie 10.png,train,187.0,0.0,5.0,23.0,0.0,-2.0,131.0,17.0,0.0,77.5,0.0,0.0
DARK AUTUMN,elodie 8.png,train,164.0,2.0,16.0,42.0,1.0,2.0,122.0,10.0,11.0,75.0,-1.0,6.0
DARK AUTUMN,eva mendes 4.png,train,166.0,4.0,5.0,51.0,-1.0,9.0,135.0,13.0,2.0,29.0,0.0,-1.0
DARK AUTUMN,Eva Mendes1.png,train,139.0,5.0,4.0,36.0,0.0,7.0,104.0,25.0,-1.0,28.0,-1.0,-1.0
DARK AUTUMN,gabrielle caunesil 5.png,train,142.0,6.0,11.0,35.0,4.0,-9.0,91.0,39.0,5.0,57.0,4.0,-7.0
DARK AUTUMN,Gabrielle Caunesil.png,train,136.0,4.0,6.0,52.0,1.0,-1.0,119.0,17.0,0.0,69.0,0.0,-9.0
DARK AUTUMN,gabrielle-caunesil 4.png,train,179.0,3.0,2.0,57.0,3.0,3.0,125.0,15.0,3.0,108.0,1.0,-9.0
DARK AUTUMN,Gal Gadot 4.png,train,165.0,1.0,4.0,43.0,1.0,0.0,63.0,41.0,15.0,54.0,2.0,-1.0
DARK AUTUMN,Jennifer Lopez1.png,train,156.0,1.0,5.0,45.0,3.0,3.0,135.0,14.0,-2.0,33.0,2.0,-9.0
DARK AUTUMN,Jessica Alba1.png,train,182.0,1.0,4.0,70.0,2.0,6.0,129.0,24.0,-8.0,64.0,2.0,-2.0
DARK AUTUMN,meghan markle 5.png,train,169.0,4.0,6.0,25.0,0.0,-1.0,129.0,21.0,-1.0,56.0,2.0,-1.0
DARK AUTUMN,meghan markle 6.png,train,171.0,6.0,9.0,51.0,2.0,-5.0,146.0,22.0,6.0,80.0,0.0,-3.0
DARK AUTUMN,melissa satta 5.png,train,173.0,2.0,-2.0,95.0,0.0,3.0,149.0,17.0,-9.0,61.0,1.0,1.0
DARK AUTUMN,mila kunis 3.png,train,183.0,6.0,7.0,73.0,0.0,-1.0,161.0,19.0,3.0,111.0,-1.0,0.0
DARK AUTUMN,mila kunis 4.png,train,169.0,0.0,0.0,42.0,0.0,1.0,145.0,11.0,-2.0,71.0,-1.0,-2.0
DARK AUTUMN,theo james 4.png,train,195.0,0.0,3.0,61.0,-4.0,1.0,169.0,18.0,-3.0,88.0,4.0,4.0
DARK AUTUMN,zendaya 3.png,train,143.0,1.0,5.0,45.0,0.0,7.0,124.0,12.0,0.0,50.0,2.0,2.0
DARK AUTUMN,zendaya 6.png,train,172.0,0.0,-1.0,25.0,0.0,-1.0,142.0,12.0,-6.0,54.0,0.0,-6.0
DARK AUTUMN,zendaya 8.png,train,172.0,3.0,7.0,31.0,0.0,-2.0,137.0,26.0,-1.0,68.5,-1.0,-4.0
DARK AUTUMN,12016.jpg,train,119.0,8.0,8.0,0.0,0.0,0.0,98.0,13.0,4.0,15.0,2.0,1.0
DARK AUTUMN,1210.jpg,train,142.0,0.0,2.0,40.0,0.0,1.0,101.0,9.0,3.0,0.0,0.0,0.0
DARK AUTUMN,12251.jpg,train,171.0,4.0,11.0,58.0,-1.0,-4.0,151.0,17.0,6.0,107.0,-4.0,1.0
DARK AUTUMN,12386.jpg,train,125.0,2.0,11.0,0.0,0.0,0.0,132.0,6.0,-4.0,73.0,2.0,-2.0
DARK AUTUMN,12620.jpg,train,113.0,10.0,19.0,74.0,4.0,5.0,86.0,17.0,20.0,52.0,8.0,11.0
DARK AUTUMN,13232.jpg,train,160.0,7.0,14.0,46.0,0.0,-1.0,138.0,18.0,6.0,56.0,4.0,1.0
DARK AUTUMN,13533.jpg,train,38.0,4.0,9.0,2.0,0.0,-1.0,91.0,6.0,12.0,14.0,0.0,2.0
DARK AUTUMN,13933.jpg,train,147.0,0.0,7.0,10.0,0.0,1.0,100.0,17.0,1.0,37.0,1.0,-1.0
DARK AUTUMN,14374.jpg,train,149.0,2.0,16.0,24.0,-1.0,-1.0,108.0,15.0,8.0,62.5,3.0,-12.0
DARK AUTUMN,15027.jpg,train,129.0,7.0,18.0,12.0,0.0,0.0,119.0,16.0,7.0,35.0,2.0,2.0
DARK AUTUMN,15060.jpg,train,117.0,-9.0,3.0,16.0,0.0,-6.0,145.0,-5.0,-18.0,58.0,-6.0,-4.0
DARK AUTUMN,1541.jpg,train,80.0,2.0,6.0,16.0,0.0,0.0,64.0,12.0,2.0,9.0,0.0,0.0
DARK AUTUMN,15428.jpg,train,156.0,5.0,16.0,43.0,1.0,2.0,121.0,18.0,7.0,43.0,3.0,2.0
DARK AUTUMN,16551.jpg,train,130.0,11.0,21.0,27.0,-2.0,-1.0,105.0,26.0,17.0,0.0,0.0,0.0
DARK AUTUMN,17164.jpg,train,92.0,10.0,17.0,61.0,3.0,5.0,86.0,19.0,16.0,11.0,0.0,2.0
DARK AUTUMN,17677.jpg,train,122.0,3.0,2.0,25.0,2.0,-2.0,95.0,18.0,0.0,34.0,0.0,-3.0
DARK AUTUMN,17684.jpg,train,104.0,3.0,9.0,0.0,0.0,0.0,125.0,10.0,7.0,44.0,1.0,5.0
DARK AUTUMN,17866.jpg,train,66.0,8.0,7.0,23.0,0.0,0.0,107.0,9.0,-1.0,30.0,2.0,0.0
DARK AUTUMN,179.jpg,train,80.0,1.0,-2.0,0.0,0.0,0.0,124.0,6.0,-9.0,0.0,0.0,0.0
DARK AUTUMN,18258.jpg,train,181.0,-4.0,13.0,27.0,5.0,1.0,142.0,12.0,17.0,32.0,3.0,2.0
DARK AUTUMN,18567.jpg,train,83.0,6.0,15.0,15.0,0.0,-2.0,83.0,12.0,10.0,26.0,0.0,-2.0
DARK AUTUMN,18661.jpg,train,151.0,5.0,18.0,17.0,-2.0,2.0,132.0,23.0,10.0,40.0,6.0,5.0
DARK AUTUMN,18750.jpg,train,114.0,8.0,16.0,30.0,-2.0,2.0,103.0,18.0,11.0,66.0,2.0,2.0
DARK AUTUMN,18777.jpg,train,111.0,14.0,17.0,0.0,0.0,0.0,123.0,23.0,11.0,0.0,0.0,0.0
DARK AUTUMN,18803.jpg,train,157.0,3.0,10.0,5.0,2.0,2.0,161.0,7.0,-14.0,114.0,0.0,-8.0
DARK AUTUMN,19324.jpg,train,150.0,7.0,9.0,24.0,0.0,2.0,109.0,21.0,6.0,54.0,6.0,6.0
DARK AUTUMN,20118.jpg,train,179.0,1.0,-4.0,25.0,-3.0,6.0,150.0,12.0,-5.0,95.0,1.0,2.0
DARK AUTUMN,21720.jpg,train,95.0,9.0,17.0,135.0,-4.0,-8.0,54.0,13.0,12.0,0.0,0.0,0.0
DARK AUTUMN,21853.jpg,train,66.0,6.0,14.0,15.0,0.0,0.0,76.0,15.0,7.0,23.0,2.0,1.0
DARK AUTUMN,22290.jpg,train,149.0,2.0,0.0,18.0,0.0,2.0,128.0,13.0,-2.0,77.0,2.0,2.0
DARK AUTUMN,22821.jpg,train,112.0,11.0,19.0,25.0,0.0,1.0,122.0,15.0,14.0,41.0,2.0,2.0
DARK AUTUMN,23139.jpg,train,101.0,4.0,7.0,60.0,6.0,10.0,78.0,9.0,-8.0,28.0,2.0,-3.0
DARK AUTUMN,2342.jpg,train,91.0,4.0,-6.0,10.0,2.0,-2.0,71.0,16.0,-10.0,28.0,4.0,-2.0
DARK AUTUMN,23712.jpg,train,116.0,6.0,15.0,41.0,0.0,1.0,126.0,14.0,8.0,0.0,0.0,0.0
DARK AUTUMN,24247.jpg,train,98.0,7.0,10.0,0.0,0.0,0.0,88.0,8.0,5.0,33.0,3.0,3.0
DARK AUTUMN,25041.jpg,train,184.0,-1.0,4.0,18.0,0.0,0.0,154.0,11.0,4.0,58.0,2.0,3.0
DARK AUTUMN,2528.jpg,train,178.0,3.0,4.0,41.0,0.0,0.0,157.0,14.0,-3.0,40.0,8.0,8.0
DARK AUTUMN,26689.jpg,train,112.0,7.0,14.0,106.0,-4.0,-5.0,100.0,12.0,6.0,14.0,0.0,-2.0
DARK AUTUMN,26740.jpg,train,161.0,1.0,3.0,43.0,0.0,0.0,114.0,17.0,-2.0,0.0,0.0,0.0
DARK AUTUMN,27253.jpg,train,139.0,1.0,13.0,7.0,2.0,1.0,61.0,14.0,15.0,51.0,0.0,-5.0
DARK AUTUMN,27758.jpg,train,137.0,3.0,7.0,30.0,0.0,-1.0,138.0,10.0,1.0,52.0,6.0,2.0
DARK AUTUMN,27871.jpg,train,158.0,0.0,3.0,11.0,0.0,0.0,144.0,14.0,-10.0,73.0,0.0,-6.0
DARK AUTUMN,28148.jpg,train,83.0,4.0,7.0,36.0,-2.0,1.0,75.0,4.0,8.0,25.0,0.0,3.0
DARK AUTUMN,28490.jpg,train,153.0,2.0,11.0,36.0,0.0,-5.0,127.0,18.0,2.0,77.0,-2.0,-3.0
DARK AUTUMN,28593.jpg,train,201.0,5.0,13.0,11.0,8.0,1.0,155.0,22.0,11.0,50.0,4.0,1.0
DARK AUTUMN,28885.jpg,train,117.0,3.0,15.0,11.0,0.0,-2.0,101.5,22.0,8.0,58.0,4.0,-7.0
DARK AUTUMN,298.jpg,train,140.0,8.0,19.0,8.0,0.0,2.0,97.0,27.0,23.0,15.0,2.0,2.0
DARK AUTUMN,2981.jpg,train,114.0,4.0,4.0,24.0,2.0,1.0,101.0,12.0,-8.0,68.0,0.0,-10.0
DARK AUTUMN,4965.jpg,train,109.0,4.0,5.0,26.0,-3.0,-1.0,98.0,9.0,-2.0,73.0,-1.0,-3.0
DARK AUTUMN,6239.jpg,train,139.0,9.0,24.0,24.0,2.0,1.0,120.0,14.0,14.0,33.0,5.0,4.0
DARK AUTUMN,6346.jpg,train,129.0,10.0,22.0,42.0,0.0,-1.0,202.0,10.0,14.0,14.0,0.0,-1.0
DARK AUTUMN,730.jpg,train,114.0,1.0,5.0,24.0,0.0,0.0,92.0,9.0,-1.0,14.0,0.0,-2.0
DARK AUTUMN,7774.jpg,train,136.0,15.0,28.0,0.0,0.0,0.0,66.0,27.0,24.0,28.0,8.0,10.0
DARK AUTUMN,7933.jpg,train,109.0,1.0,6.0,15.0,0.0,2.0,109.0,10.0,-3.0,8.0,2.0,1.0
DARK AUTUMN,8183.jpg,train,71.0,13.0,21.0,8.0,0.0,0.0,80.0,21.0,19.0,36.0,0.0,4.0
DARK AUTUMN,8733.jpg,train,108.0,3.0,7.0,36.0,0.0,1.0,99.0,10.0,1.0,64.0,2.0,-1.0
DARK AUTUMN,9417.jpg,train,145.0,4.0,27.0,6.0,0.0,-1.0,114.0,24.0,22.0,124.0,5.0,4.0
DARK AUTUMN,Belen Rodriguez AUTUNNO DEEP.png,train,177.0,0.0,-1.0,53.0,0.0,1.0,146.0,14.0,0.0,73.0,-1.0,-3.0
DARK AUTUMN,Jeffrey Dean Morgan AUTUNNO DEEP.png,train,154.0,2.0,4.0,34.0,0.0,-1.0,131.0,12.0,-1.0,74.0,-1.0,4.0
DARK AUTUMN,Lorena Cesarini AUTUNNO DEEP.png,train,91.0,7.0,13.0,2.0,0.0,0.0,109.0,9.0,2.0,66.0,0.0,-3.0
DARK AUTUMN,Shay Mitchell AUTUNNO DEEP.png,train,156.0,1.0,8.0,14.0,0.0,0.0,120.0,25.0,6.0,66.0,2.0,-4.0
DARK AUTUMN,10528.jpg,test,46.0,-1.0,4.0,19.0,0.0,-10.0,48.0,-1.0,0.0,33.0,0.0,-5.0
DARK AUTUMN,10962.jpg,test,154.0,-2.0,31.0,151.0,-12.0,5.0,126.0,9.0,22.0,0.0,0.0,0.0
DARK AUTUMN,11102.jpg,test,110.0,4.0,8.0,18.0,0.0,-4.0,92.0,10.0,2.0,9.0,0.0,-4.0
DARK AUTUMN,11564.jpg,test,148.0,-1.0,10.0,33.0,0.0,1.0,129.0,14.0,-5.0,34.0,0.0,-4.0
DARK AUTUMN,1346.jpg,test,139.0,6.0,10.0,15.0,0.0,2.0,101.0,20.0,6.0,14.0,0.0,2.0
DARK AUTUMN,13498.jpg,test,41.0,7.0,9.0,9.0,0.0,0.0,29.0,6.0,8.0,7.0,0.0,2.0
DARK AUTUMN,13499.jpg,test,177.0,-2.0,0.0,121.0,-1.0,-6.0,118.0,8.0,1.0,36.0,3.0,-1.0
DARK AUTUMN,1402.jpg,test,138.0,0.0,11.0,39.0,1.0,1.0,97.0,20.0,17.0,63.0,1.0,4.0
